ΑΜ;Κωδ. μαθ.;Βαθμός
SR000043;ICE1-3002;4.7
SR000043;ICE1-3003;2.1
SR000043;ICE1-3004;4.7
SR000043;ICE1-3005;4.7
SR000043;ICE1-3006;8.2
SR000043;ICE1-4001;6.7
SR000043;ICE1-4003;3.6
SR000043;ICE1-4004;7.1
SR000043;ICE1-4005;0.9
SR000043;ICE1-5001;0.2
SR000043;ICE1-5002;6.6
SR000043;ICE1-5005;4.7
SR000043;ICE1-5006;4.7
SR000043;ICE1-6001;6.7
SR000043;ICE1-6003;4.7
SR000043;ICE1-6004;4.7
SR000043;ICE1-6006;2.1
SR000043;ICE1-7001;7.6
SR000043;ICE1-7107;6.7
SR000043;ICE1-7201;0.5
SR000043;ICE1-7207;7.6
SR000043;ICE1-7208;6.6
SR000043;ICE1-7302;6.6
SR000043;ICE1-7401;8
SR000043;ICE1-7404;7.6
SR000043;ICE1-8101;2.8
SR000043;ICE1-8202;4.7
SR000043;ICE1-8204;8.2
SR000043;ICE1-8207;0
SR000043;ICE1-8305;4.7
SR000043;P1-1010;0.5
SR000043;P1-1020;4.7
SR000043;P1-1030;4.7
SR000043;P1-1040;6.4
SR000043;P1-1050;4.7
SR000043;P1-1060;7.6
SR000043;P1-2010;2.7
SR000043;P1-2020;0.5
SR000043;P1-2030;2.1
SR000043;P1-2050;4.7
SR000043;P1-2060;0.7
SR000043;P1-3010;1.8
SR000043;P1-3010;3.4
SR000043;P1-3020;4.7
SR000043;P1-3030;6.7
SR000043;P1-3040;4.7
SR000043;P1-3050;4.7
SR000043;P1-3060;8.2
SR000043;P1-4010;0.2
SR000043;P1-4010;0.2
SR000043;P1-4010;0.2
SR000043;P1-4010;0.2
SR000043;P1-4020;3.4
SR000043;P1-4020;3.4
SR000043;P1-4030;8.6
SR000043;P1-4030;3.6
SR000043;P1-4040;7.1
SR000043;P1-4050;0.9
SR000043;P1-5010;6.7
SR000043;P1-5040;4.7
SR000043;P1-5110;6.6
SR000043;P1-5120;2.8
SR000043;P1-5210;7.6
SR000043;P1-5220;4.7
SR000043;P1-5320;2.1
SR000043;P1-6020;4.7
SR000043;P1-6210;4.7
SR000043;P1-6220;0.5
SR000043;P1-6310;6.6
SR000043;P1-9010;8
SR000043;P1-9025;7.6
SR000043;P1-9125;6.7
SR000043;P1-9210;0
SR000043;P1-9230;8.8
SR000043;P1-9235;4.7
SR000043;P1-9240;8.2
SR000043;P1-9250;6.6
SR000043;P1-9255;7.6
SR000043;P1-9340;4.7
SR000044;ICE1-1002;7.6
SR000044;ICE1-1003;2.7
SR000044;ICE1-2005;7.6
SR000044;ICE1-2006;3.6
SR000044;P1-1010;8.6
SR000044;P1-1010;8.6
SR000044;P1-1020;7.6
SR000044;P1-1030;0.4
SR000044;P1-1030;2.7
SR000044;P1-1050;0.3
SR000044;P1-1050;8.6
SR000044;P1-1060;3.5
SR000044;P1-2010;7.6
SR000044;P1-2020;0.3
SR000044;P1-2050;10
SR000044;P1-2060;3.6
SR000045;ICE1-1002;4.7
SR000045;ICE1-1003;2.1
SR000045;ICE1-1004;5.9
SR000045;ICE1-1005;0
SR000045;ICE1-1006;6.7
SR000045;ICE1-2001;8
SR000045;ICE1-2002;4.7
SR000045;ICE1-2005;2.7
SR000045;ICE1-2006;8.2
SR000045;ICE1-3002;4.7
SR000045;ICE1-3003;0.1
SR000045;ICE1-3004;0.7
SR000045;ICE1-3006;4.7
SR000045;ICE1-4001;6.9
SR000045;ICE1-4004;0.1
SR000045;ICE1-4006;3.6
SR000045;ICE1-5002;8.8
SR000045;ICE1-5005;2.1
SR000045;ICE1-5006;5
SR000045;ICE1-6001;8.8
SR000045;ICE1-6003;5.7
SR000045;ICE1-6004;8.8
SR000045;ICE1-6006;7.1
SR000045;ICE1-7001;1.2
SR000045;ICE1-7107;2.2
SR000045;ICE1-7108;8.8
SR000045;ICE1-7201;0.9
SR000045;ICE1-7207;1.9
SR000045;ICE1-7208;8
SR000045;ICE1-7302;3.6
SR000045;ICE1-7401;7
SR000045;ICE1-7404;3.2
SR000045;ICE1-8201;7
SR000045;ICE1-8202;3.6
SR000045;ICE1-8204;4.8
SR000045;ICE1-8207;4.7
SR000045;P1-1020;4.7
SR000045;P1-1030;2.1
SR000045;P1-1040;5.9
SR000045;P1-1050;0
SR000045;P1-1060;6.7
SR000045;P1-2010;2.7
SR000045;P1-2020;0.3
SR000045;P1-2020;4.7
SR000045;P1-2030;0.1
SR000045;P1-2050;8
SR000045;P1-2060;8.2
SR000045;P1-3020;4.7
SR000045;P1-3030;6.9
SR000045;P1-3040;0.7
SR000045;P1-3050;1.8
SR000045;P1-3060;4.7
SR000045;P1-4040;0.1
SR000045;P1-4060;3.6
SR000045;P1-5010;8.8
SR000045;P1-5040;5
SR000045;P1-5110;8.8
SR000045;P1-5210;1.2
SR000045;P1-5220;2.1
SR000045;P1-5320;7.1
SR000045;P1-6020;5.7
SR000045;P1-6210;3.6
SR000045;P1-6220;0.9
SR000045;P1-6310;3.6
SR000045;P1-9010;7
SR000045;P1-9025;3.2
SR000045;P1-9125;2.2
SR000045;P1-9140;8.8
SR000045;P1-9210;4.7
SR000045;P1-9215;7.5
SR000045;P1-9230;7.1
SR000045;P1-9235;8.8
SR000045;P1-9240;4.8
SR000045;P1-9245;7
SR000045;P1-9250;8
SR000045;P1-9255;1.9
SR000046;ICE1-1001;0.5
SR000046;ICE1-1003;7
SR000046;ICE1-2002;3.2
SR000046;ICE1-2005;2.1
SR000046;ICE1-4001;0.7
SR000046;ICE1-5001;4.7
SR000046;P1-1010;0.5
SR000046;P1-1030;7
SR000046;P1-2010;2.1
SR000046;P1-2020;3.2
SR000046;P1-3030;0.7
SR000046;P1-4010;4.7
SR000046;P1-5020;10
SR000046;P1-5030;10
SR000048;ICE1-1002;4.7
SR000048;ICE1-1003;3.6
SR000048;ICE1-2001;7.9
SR000048;P1-1020;4.7
SR000048;P1-1030;3.6
SR000048;P1-2050;7.9
SR000049;ICE1-1003;6.6
SR000049;ICE1-3006;4.7
SR000049;ICE1-4001;0.7
SR000049;ICE1-5001;0.5
SR000049;P1-1030;0.4
SR000049;P1-1030;6.6
SR000049;P1-3030;0.7
SR000049;P1-3060;4.7
SR000049;P1-4010;0.5
SR000049;P1-4010;0.5
SR000049;P1-4010;0.5
SR000049;P1-4010;0.5
SR000052;ICE1-1003;7.6
SR000052;ICE1-1005;7.6
SR000052;ICE1-3002;8.8
SR000052;P1-1030;7.6
SR000052;P1-1050;7.6
SR000052;P1-2050;10
SR000052;P1-3020;8.8
SR000052;P1-4050;10
SR000053;ICE1-2002;4.7
SR000053;P1-2020;4.7
SR000054;ICE1-1002;0.5
SR000054;ICE1-1004;7
SR000054;ICE1-1005;7.6
SR000054;ICE1-1006;7
SR000054;ICE1-3002;4.7
SR000054;P1-1010;10
SR000054;P1-1020;0.5
SR000054;P1-1040;7
SR000054;P1-1050;7.6
SR000054;P1-1060;7
SR000054;P1-3020;4.7
SR000054;P1-3040;0.3
SR000055;ICE1-1003;0.7
SR000055;P1-1030;0.7
SR000058;ICE1-1001;7.9
SR000058;ICE1-1002;4.7
SR000058;ICE1-1003;1.7
SR000058;ICE1-1004;6
SR000058;ICE1-1005;4.7
SR000058;ICE1-1006;4.7
SR000058;ICE1-2001;0.2
SR000058;ICE1-2002;3.2
SR000058;ICE1-2004;8
SR000058;ICE1-2005;9.8
SR000058;ICE1-2006;0.7
SR000058;ICE1-3001;3.6
SR000058;ICE1-3002;4.7
SR000058;ICE1-3003;0.2
SR000058;ICE1-3004;0.7
SR000058;ICE1-3005;8
SR000058;ICE1-3006;3.1
SR000058;ICE1-4001;6.9
SR000058;ICE1-4002;6.9
SR000058;ICE1-4003;0.5
SR000058;ICE1-4004;0
SR000058;ICE1-4005;1.2
SR000058;ICE1-4006;7.6
SR000058;ICE1-5001;3.2
SR000058;ICE1-5002;6.6
SR000058;ICE1-5003;5
SR000058;ICE1-5004;6.4
SR000058;ICE1-5006;3.2
SR000058;ICE1-6001;6.4
SR000058;ICE1-6002;6
SR000058;ICE1-6003;3.1
SR000058;ICE1-6005;5.9
SR000058;ICE1-6006;1.2
SR000058;ICE1-7001;3.6
SR000058;ICE1-7110;7.6
SR000058;ICE1-7201;4.7
SR000058;ICE1-7301;0.5
SR000058;ICE1-7302;3.1
SR000058;ICE1-7305;7.6
SR000058;ICE1-7404;3.6
SR000058;ICE1-8101;4.7
SR000058;ICE1-8202;5.2
SR000058;ICE1-8301;3.6
SR000058;ICE1-8303;0.2
SR000058;ICE1-8307;0.5
SR000058;P1-1010;7.9
SR000058;P1-1020;4.7
SR000058;P1-1030;1.7
SR000058;P1-1040;6
SR000058;P1-1050;4.7
SR000058;P1-1060;9
SR000058;P1-1060;4.7
SR000058;P1-2010;9.8
SR000058;P1-2020;3.2
SR000058;P1-2030;0.2
SR000058;P1-2040;8
SR000058;P1-2050;0.2
SR000058;P1-2060;0.7
SR000058;P1-3010;3.6
SR000058;P1-3020;4.7
SR000058;P1-3030;6.9
SR000058;P1-3040;0.7
SR000058;P1-3050;8
SR000058;P1-3060;3.1
SR000058;P1-4010;3.2
SR000058;P1-4020;6.9
SR000058;P1-4030;0.5
SR000058;P1-4040;0
SR000058;P1-4050;1.2
SR000058;P1-4060;7.6
SR000058;P1-5010;6.4
SR000058;P1-5020;5
SR000058;P1-5030;6.4
SR000058;P1-5040;3.2
SR000058;P1-5110;6.6
SR000058;P1-5120;4.7
SR000058;P1-5210;3.6
SR000058;P1-5320;1.2
SR000058;P1-6010;6
SR000058;P1-6020;3.1
SR000058;P1-6210;5.2
SR000058;P1-6220;10
SR000058;P1-6220;4.7
SR000058;P1-6310;3.1
SR000058;P1-6320;0.5
SR000058;P1-8020;2.8
SR000058;P1-8020;2.8
SR000058;P1-8020;2.8
SR000058;P1-9025;3.6
SR000058;P1-9135;10
SR000058;P1-9170;7.6
SR000058;P1-9310;3.6
SR000058;P1-9315;7.5
SR000058;P1-9315;7.6
SR000058;P1-9315;7.6
SR000058;P1-9320;0.2
SR000058;P1-9325;5.9
SR000058;P1-9335;10
SR000058;P1-9340;7.5
SR000058;P1-9340;8.6
SR000058;P1-9350;10
SR000058;P1-9350;0.5
SR000059;P1-2030;10
SR000059;P1-2030;10
SR000059;P1-2030;10
SR000060;ICE1-1001;3.6
SR000060;ICE1-1002;4.7
SR000060;ICE1-1003;6.9
SR000060;ICE1-1004;7.2
SR000060;ICE1-1005;4.7
SR000060;ICE1-2001;4.7
SR000060;ICE1-2002;4.7
SR000060;ICE1-2004;4.7
SR000060;ICE1-2005;0.5
SR000060;ICE1-3001;4.7
SR000060;ICE1-3002;4.7
SR000060;ICE1-3003;3.1
SR000060;ICE1-3004;8
SR000060;ICE1-3005;8.9
SR000060;ICE1-3006;7.9
SR000060;ICE1-4001;0
SR000060;ICE1-4002;0
SR000060;ICE1-4003;8
SR000060;ICE1-4004;3.1
SR000060;ICE1-4005;3.1
SR000060;ICE1-5001;6.9
SR000060;ICE1-6001;5
SR000060;ICE1-7102;0.7
SR000060;ICE1-7106;0.7
SR000060;ICE1-7107;4.7
SR000060;ICE1-7112;3.2
SR000060;ICE1-7206;4.7
SR000060;ICE1-7302;5.8
SR000060;ICE1-7402;4.7
SR000060;ICE1-8301;7.1
SR000060;ICE1-8306;7.6
SR000060;P1-1010;3.6
SR000060;P1-1020;4.7
SR000060;P1-1030;6.9
SR000060;P1-1040;7.2
SR000060;P1-1050;4.7
SR000060;P1-1060;10
SR000060;P1-1060;4.2
SR000060;P1-2010;0.5
SR000060;P1-2020;4.7
SR000060;P1-2030;3.1
SR000060;P1-2040;4.7
SR000060;P1-2050;4.7
SR000060;P1-2060;8.6
SR000060;P1-2060;6.8
SR000060;P1-3010;0.3
SR000060;P1-3010;1.1
SR000060;P1-3010;4.7
SR000060;P1-3020;4.7
SR000060;P1-3030;0
SR000060;P1-3040;8
SR000060;P1-3050;8.9
SR000060;P1-3060;7.9
SR000060;P1-4010;6.9
SR000060;P1-4020;0
SR000060;P1-4030;8
SR000060;P1-4040;3.1
SR000060;P1-4050;3.1
SR000060;P1-5010;5
SR000060;P1-5020;10
SR000060;P1-5030;10
SR000060;P1-5040;6.8
SR000060;P1-5040;4.7
SR000060;P1-5320;10
SR000060;P1-5320;1.8
SR000060;P1-5320;1.8
SR000060;P1-6010;9.6
SR000060;P1-6010;9.3
SR000060;P1-6020;8.6
SR000060;P1-6020;8.1
SR000060;P1-6120;0.7
SR000060;P1-6310;5.8
SR000060;P1-9030;4.7
SR000060;P1-9110;6.8
SR000060;P1-9125;4.7
SR000060;P1-9130;0.7
SR000060;P1-9155;3.2
SR000060;P1-9220;3.5
SR000060;P1-9220;0.3
SR000060;P1-9220;4.7
SR000060;P1-9310;7.1
SR000060;P1-9325;3.4
SR000060;P1-9325;3.4
SR000060;P1-9335;7.6
SR000061;ICE1-1002;9.8
SR000061;ICE1-1003;6.4
SR000061;ICE1-1004;3.6
SR000061;ICE1-1005;0.5
SR000061;ICE1-2001;0.7
SR000061;ICE1-2002;4.7
SR000061;ICE1-2004;7.6
SR000061;ICE1-2005;2.2
SR000061;ICE1-2006;3.6
SR000061;ICE1-3001;4.8
SR000061;ICE1-3002;7.6
SR000061;ICE1-3003;3.1
SR000061;ICE1-3004;1.2
SR000061;ICE1-3005;1.2
SR000061;ICE1-3006;0
SR000061;ICE1-4001;0.2
SR000061;ICE1-4002;3.6
SR000061;ICE1-4003;7.9
SR000061;ICE1-4004;2.6
SR000061;ICE1-4005;1.2
SR000061;ICE1-5001;8.4
SR000061;ICE1-5002;6.6
SR000061;ICE1-5003;7.9
SR000061;ICE1-5004;0.5
SR000061;ICE1-5006;0.2
SR000061;ICE1-6001;2.6
SR000061;ICE1-6002;0
SR000061;ICE1-6003;3.2
SR000061;ICE1-7101;2.7
SR000061;ICE1-7102;2.8
SR000061;ICE1-7110;0.5
SR000061;ICE1-7302;2.6
SR000061;ICE1-8101;9.1
SR000061;P1-1020;9.8
SR000061;P1-1030;6.4
SR000061;P1-1040;3.6
SR000061;P1-1050;0.5
SR000061;P1-2010;2.2
SR000061;P1-2020;4.7
SR000061;P1-2030;3.1
SR000061;P1-2040;7.6
SR000061;P1-2050;0.7
SR000061;P1-2060;3.6
SR000061;P1-3010;4.8
SR000061;P1-3020;1.8
SR000061;P1-3020;7.6
SR000061;P1-3030;0.2
SR000061;P1-3040;1.2
SR000061;P1-3050;1.2
SR000061;P1-3060;0
SR000061;P1-4010;8.4
SR000061;P1-4020;3.6
SR000061;P1-4030;7.9
SR000061;P1-4040;2.6
SR000061;P1-4050;1.2
SR000061;P1-5010;2.6
SR000061;P1-5020;7.9
SR000061;P1-5030;0.5
SR000061;P1-5040;0.2
SR000061;P1-5110;6.6
SR000061;P1-5120;9.1
SR000061;P1-6010;0
SR000061;P1-6020;3.2
SR000061;P1-6110;2.7
SR000061;P1-6120;2.8
SR000061;P1-6310;2.6
SR000061;P1-9170;3.6
SR000061;P1-9170;0.5
SR000062;ICE1-1001;4.7
SR000062;ICE1-1003;8
SR000062;ICE1-1004;3.6
SR000062;ICE1-1005;7.6
SR000062;ICE1-2001;7.6
SR000062;ICE1-2004;0.2
SR000062;ICE1-3003;8.4
SR000062;ICE1-3004;0.9
SR000062;ICE1-3005;3.6
SR000062;ICE1-4001;0
SR000062;ICE1-4002;0.5
SR000062;ICE1-4003;1.2
SR000062;ICE1-4004;1.2
SR000062;ICE1-5001;3.2
SR000062;P1-1010;4.7
SR000062;P1-1030;8
SR000062;P1-1040;3.6
SR000062;P1-1050;8.6
SR000062;P1-1050;7.6
SR000062;P1-2030;8.4
SR000062;P1-2040;0.2
SR000062;P1-2050;7.6
SR000062;P1-3030;0
SR000062;P1-3040;0.9
SR000062;P1-3050;3.6
SR000062;P1-4010;3.2
SR000062;P1-4010;3.2
SR000062;P1-4010;3.2
SR000062;P1-4010;3.2
SR000062;P1-4020;0.5
SR000062;P1-4030;1.2
SR000062;P1-4040;1.2
SR000062;P1-4040;1.2
SR000063;ICE1-1003;4.7
SR000063;P1-1010;7.5
SR000063;P1-1020;7.5
SR000063;P1-1030;4.7
SR000063;P1-1050;7.5
SR000063;P1-1060;1.1
SR000063;P1-2010;3.4
SR000064;ICE1-1001;4.7
SR000064;ICE1-1002;0.2
SR000064;ICE1-1003;8.8
SR000064;ICE1-1004;0.5
SR000064;ICE1-2001;7.6
SR000064;ICE1-2002;4.7
SR000064;ICE1-2005;1.3
SR000064;ICE1-3003;3.1
SR000064;ICE1-3004;0.7
SR000064;ICE1-3005;8
SR000064;ICE1-3006;5.9
SR000064;ICE1-4001;7.6
SR000064;P1-1010;4.7
SR000064;P1-1020;0.2
SR000064;P1-1030;8.8
SR000064;P1-1040;0.5
SR000064;P1-2010;1.3
SR000064;P1-2020;4.7
SR000064;P1-2030;3.1
SR000064;P1-2050;7.6
SR000064;P1-3030;7.6
SR000064;P1-3040;0.7
SR000064;P1-3050;8
SR000064;P1-3060;5.9
SR000065;ICE1-1002;4.7
SR000065;ICE1-1003;8.8
SR000065;ICE1-1004;2.7
SR000065;ICE1-1005;4.7
SR000065;ICE1-1006;0.2
SR000065;ICE1-2001;4.7
SR000065;ICE1-2004;9.8
SR000065;ICE1-2005;8.2
SR000065;ICE1-3001;7.1
SR000065;ICE1-3002;4.7
SR000065;ICE1-3003;0.2
SR000065;ICE1-3004;3.6
SR000065;ICE1-3005;7.9
SR000065;ICE1-3006;3.2
SR000065;ICE1-4001;0
SR000065;ICE1-4002;6.9
SR000065;ICE1-4003;3.2
SR000065;ICE1-4004;3.6
SR000065;ICE1-4005;8.4
SR000065;ICE1-5001;1.2
SR000065;ICE1-5002;0.2
SR000065;ICE1-5003;7.6
SR000065;ICE1-5004;0.5
SR000065;ICE1-5006;7.6
SR000065;ICE1-6001;6.6
SR000065;ICE1-6002;2.6
SR000065;ICE1-6003;3.6
SR000065;ICE1-6006;4.7
SR000065;ICE1-7301;3.2
SR000065;ICE1-7302;8.9
SR000065;ICE1-7305;0.7
SR000065;ICE1-8112;4.7
SR000065;P1-1010;10
SR000065;P1-1020;4.7
SR000065;P1-1030;8.8
SR000065;P1-1040;2.7
SR000065;P1-1050;4.7
SR000065;P1-1060;1.1
SR000065;P1-1060;0.2
SR000065;P1-2010;8.2
SR000065;P1-2020;7.5
SR000065;P1-2030;0.2
SR000065;P1-2030;0.2
SR000065;P1-2030;0.2
SR000065;P1-2040;9.8
SR000065;P1-2050;4.7
SR000065;P1-3010;1.6
SR000065;P1-3010;7.1
SR000065;P1-3020;4.7
SR000065;P1-3030;0
SR000065;P1-3040;3.6
SR000065;P1-3050;7.9
SR000065;P1-3060;3.2
SR000065;P1-4010;1.2
SR000065;P1-4020;6.9
SR000065;P1-4030;3.2
SR000065;P1-4040;3.6
SR000065;P1-4050;8.4
SR000065;P1-5010;6.6
SR000065;P1-5020;7.6
SR000065;P1-5030;0.5
SR000065;P1-5040;7.6
SR000065;P1-5110;0.2
SR000065;P1-5320;4.7
SR000065;P1-6010;2.6
SR000065;P1-6020;3.6
SR000065;P1-6310;8.9
SR000065;P1-6320;3.2
SR000065;P1-9115;4.7
SR000065;P1-9315;0.7
SR000066;ICE1-1002;0.5
SR000066;ICE1-1003;8.8
SR000066;ICE1-1005;0.7
SR000066;P1-1010;10
SR000066;P1-1010;6.8
SR000066;P1-1020;0.3
SR000066;P1-1020;0.5
SR000066;P1-1030;8.8
SR000066;P1-1050;0.7
SR000066;P1-1060;0.3
SR000066;P1-2010;7.5
SR000066;P1-2010;7.5
SR000066;P1-2010;0.8
SR000066;P1-2020;8.6
SR000066;P1-2020;6.8
SR000066;P1-2050;8.6
SR000066;P1-2060;8.6
SR000067;ICE1-1003;0.1
SR000067;ICE1-1004;4.7
SR000067;ICE1-1006;4.7
SR000067;ICE1-2005;4.7
SR000067;ICE1-4001;4.7
SR000067;ICE1-5001;4.7
SR000067;ICE1-8101;5.7
SR000067;P1-1020;7.5
SR000067;P1-1030;0.1
SR000067;P1-1040;4.7
SR000067;P1-1050;0.3
SR000067;P1-1060;4.7
SR000067;P1-2010;4.7
SR000067;P1-3030;4.7
SR000067;P1-4010;4.7
SR000067;P1-4040;10
SR000067;P1-4040;10
SR000067;P1-5020;4
SR000067;P1-5030;10
SR000067;P1-5030;7.5
SR000067;P1-5120;5.7
SR000067;P1-6010;3.5
SR000067;P1-6110;2.9
SR000067;P1-6110;2
SR000067;P1-6110;2
SR000067;P1-6120;7.5
SR000067;P1-9135;10
SR000069;ICE1-1004;2.1
SR000069;ICE1-3004;0.7
SR000069;ICE1-4001;7.6
SR000069;P1-1040;2.1
SR000069;P1-3030;7.6
SR000069;P1-3040;0.7
SR000070;ICE1-1001;2.6
SR000070;ICE1-1002;0.7
SR000070;ICE1-1003;0.6
SR000070;ICE1-1004;0.2
SR000070;ICE1-1005;0.2
SR000070;ICE1-2001;0.2
SR000070;ICE1-2002;0.5
SR000070;ICE1-2004;8
SR000070;ICE1-2005;0.5
SR000070;ICE1-2006;1.2
SR000070;ICE1-3001;3.2
SR000070;ICE1-3002;4.7
SR000070;ICE1-3003;8.8
SR000070;ICE1-3004;0.2
SR000070;ICE1-3005;8
SR000070;ICE1-3006;7.9
SR000070;ICE1-4001;0
SR000070;ICE1-4002;0.1
SR000070;ICE1-4003;6.9
SR000070;ICE1-4004;3.1
SR000070;ICE1-4005;5.9
SR000070;ICE1-4006;1.2
SR000070;ICE1-5001;7.9
SR000070;ICE1-5003;3.2
SR000070;ICE1-5006;1.2
SR000070;ICE1-6001;2.7
SR000070;ICE1-6002;2.7
SR000070;ICE1-6003;0
SR000070;ICE1-6006;7.9
SR000070;ICE1-7001;2.8
SR000070;ICE1-7108;7.6
SR000070;ICE1-7204;0
SR000070;ICE1-7302;8.4
SR000070;ICE1-8204;2.8
SR000070;ICE1-8305;7.6
SR000070;ICE1-8401;4.7
SR000070;P1-1010;2.6
SR000070;P1-1020;0.7
SR000070;P1-1030;0.6
SR000070;P1-1040;0.2
SR000070;P1-1050;0.2
SR000070;P1-2010;0.5
SR000070;P1-2020;0.5
SR000070;P1-2030;8.8
SR000070;P1-2040;8
SR000070;P1-2050;0.2
SR000070;P1-2060;1.2
SR000070;P1-3010;3.2
SR000070;P1-3020;8.6
SR000070;P1-3020;4.7
SR000070;P1-3030;0
SR000070;P1-3040;0.2
SR000070;P1-3050;8
SR000070;P1-3060;7.9
SR000070;P1-4010;7.9
SR000070;P1-4020;0.1
SR000070;P1-4030;6.9
SR000070;P1-4040;3.1
SR000070;P1-4050;5.9
SR000070;P1-4060;1.2
SR000070;P1-5010;2.7
SR000070;P1-5020;3.2
SR000070;P1-5030;2.5
SR000070;P1-5040;1.2
SR000070;P1-5210;2.8
SR000070;P1-5320;7.9
SR000070;P1-6010;2.7
SR000070;P1-6020;0
SR000070;P1-6310;8.4
SR000070;P1-6320;1.8
SR000070;P1-9015;4.7
SR000070;P1-9140;7.6
SR000070;P1-9225;0
SR000070;P1-9240;2.8
SR000070;P1-9340;7.6
SR000071;ICE1-1001;0.5
SR000071;ICE1-1002;0
SR000071;ICE1-1003;4.7
SR000071;ICE1-1004;0.5
SR000071;ICE1-1005;0
SR000071;ICE1-1006;6
SR000071;ICE1-2001;4.7
SR000071;ICE1-2002;4.7
SR000071;ICE1-2005;8
SR000071;ICE1-2006;6.7
SR000071;ICE1-3002;4.7
SR000071;ICE1-3003;6.7
SR000071;ICE1-3006;2.2
SR000071;ICE1-4001;2.2
SR000071;ICE1-4002;4.7
SR000071;ICE1-4003;4.7
SR000071;ICE1-4004;5.8
SR000071;ICE1-4005;4.7
SR000071;ICE1-4006;3.8
SR000071;ICE1-5001;4.7
SR000071;ICE1-5002;3.8
SR000071;ICE1-5004;2.1
SR000071;ICE1-5006;7.6
SR000071;ICE1-6001;7
SR000071;ICE1-6003;6.6
SR000071;ICE1-6004;4.7
SR000071;ICE1-6006;4.7
SR000071;ICE1-7207;8
SR000071;ICE1-7302;1.7
SR000071;ICE1-7404;1.2
SR000071;ICE1-8112;0.5
SR000071;ICE1-8201;4.7
SR000071;ICE1-8202;3.6
SR000071;P1-1010;0.5
SR000071;P1-1020;0
SR000071;P1-1030;4.7
SR000071;P1-1040;0.5
SR000071;P1-1050;0
SR000071;P1-1060;6
SR000071;P1-2010;8
SR000071;P1-2020;4.7
SR000071;P1-2030;6.7
SR000071;P1-2050;4.7
SR000071;P1-2060;6.7
SR000071;P1-3010;4.3
SR000071;P1-3010;6.1
SR000071;P1-3020;4.7
SR000071;P1-3030;2.2
SR000071;P1-3060;2.2
SR000071;P1-4010;4.7
SR000071;P1-4010;4.7
SR000071;P1-4010;4.7
SR000071;P1-4010;4.7
SR000071;P1-4020;4.7
SR000071;P1-4030;4.7
SR000071;P1-4040;5.8
SR000071;P1-4050;6.8
SR000071;P1-4050;4.7
SR000071;P1-4060;3.8
SR000071;P1-5010;7
SR000071;P1-5030;2.1
SR000071;P1-5040;7.6
SR000071;P1-5110;3.8
SR000071;P1-5120;9.6
SR000071;P1-5320;4.7
SR000071;P1-6010;9.6
SR000071;P1-6010;1.6
SR000071;P1-6020;6.6
SR000071;P1-6210;3.6
SR000071;P1-6310;1.7
SR000071;P1-9025;1.2
SR000071;P1-9115;0.5
SR000071;P1-9150;6.8
SR000071;P1-9160;3.4
SR000071;P1-9230;4.7
SR000071;P1-9235;4.7
SR000071;P1-9245;4.7
SR000071;P1-9255;8
SR000072;ICE1-1004;6.7
SR000072;P1-1010;10
SR000072;P1-1020;10
SR000072;P1-1030;2.5
SR000072;P1-1040;6.7
SR000072;P1-1050;8.6
SR000072;P1-1060;10
SR000072;P1-2030;10
SR000072;P1-2030;10
SR000072;P1-2030;10
SR000073;ICE1-1001;7.6
SR000073;ICE1-1002;4.7
SR000073;ICE1-1003;5.7
SR000073;ICE1-1004;4.7
SR000073;ICE1-1005;0.9
SR000073;ICE1-1006;4.7
SR000073;ICE1-2001;4.7
SR000073;ICE1-2002;7.6
SR000073;ICE1-2004;6.4
SR000073;ICE1-2005;6.6
SR000073;ICE1-2006;4.7
SR000073;ICE1-3001;4.7
SR000073;ICE1-3003;4.7
SR000073;ICE1-3004;0.1
SR000073;ICE1-3005;0.5
SR000073;ICE1-3006;3.2
SR000073;ICE1-4001;4.7
SR000073;ICE1-4002;0.5
SR000073;ICE1-4003;8
SR000073;ICE1-4005;8
SR000073;ICE1-4006;4.7
SR000073;ICE1-5001;6.4
SR000073;ICE1-5002;0.5
SR000073;ICE1-5003;0.2
SR000073;ICE1-5004;0.7
SR000073;ICE1-5006;4.7
SR000073;ICE1-6001;0.1
SR000073;ICE1-6002;1.7
SR000073;ICE1-6003;8
SR000073;ICE1-6005;4.7
SR000073;ICE1-6006;6.9
SR000073;ICE1-7001;6.9
SR000073;ICE1-7204;0.2
SR000073;ICE1-7208;5.8
SR000073;ICE1-7301;3.6
SR000073;ICE1-7302;6.7
SR000073;ICE1-7402;7.6
SR000073;ICE1-8101;3.6
SR000073;ICE1-8109;8.4
SR000073;ICE1-8301;3.6
SR000073;ICE1-8305;7.6
SR000073;P1-1010;7.6
SR000073;P1-1020;4.7
SR000073;P1-1030;5.7
SR000073;P1-1040;4.7
SR000073;P1-1050;0.9
SR000073;P1-1060;4.7
SR000073;P1-2010;6.6
SR000073;P1-2020;7.6
SR000073;P1-2030;4.7
SR000073;P1-2040;6.4
SR000073;P1-2050;4.7
SR000073;P1-2060;4.7
SR000073;P1-3010;4.7
SR000073;P1-3020;7.5
SR000073;P1-3030;4.7
SR000073;P1-3040;0.1
SR000073;P1-3050;0.5
SR000073;P1-3060;3.2
SR000073;P1-4010;6.4
SR000073;P1-4020;0.5
SR000073;P1-4030;8
SR000073;P1-4040;1.1
SR000073;P1-4040;1.1
